        Frequency / MHz                Z1,1/abs,linear
                 99.0001                       226.99039
                99.10009                       226.94875
                99.20008                       226.90695
                99.30007                       226.86497
                99.40006                       226.82283
                99.50005                       226.78052
                99.60004                       226.73805
                99.70003                       226.69542
                99.80002                       226.65262
                99.90001                       226.60966
                     100                       226.56654

